user5,1,1,जल भंडारण,आझाद हिंद सेना,वह मानवकृति जहाँ जल का भंडारण या जल को इकट,राजा महेन्द्र प्रताप सिंह ह्यांनी एकोणत,254.46,2.55,145,2761,21,58,116,145,0
user5,3,3,अभोक्ता,मादागास्कर,व्यवहार या काम में न लाने वाला ग्रामीण ,आफ्रिका खंडाच्या आग्नेयास असलेले लोकशाह,238.86,2.76,153,726,24,39,111,153,0
user5,5,5,अमाननीय,अमान्य,"जिसे ठीक, नियमित या विहित न होने के कारण न ",मानण्यास योग्य नसलेला मला ह्य,227.6,3.27,87,762,26,38,68,86,1
user5,7,7,मोरध्वज,रास,द्वापर युग के एक राजा जिनकी भक्ति की परीक,खळ्यातील धान्याचा ढीग रास गोण,241.12,2.68,84,960,21,29,58,83,0
user5,9,9,अपरिहार्य,अनिवार्य,"जिसे लेना,रखना या मानना बिलकुल आवश्यक हो",टाळता न येणारा प्रश्नपत्रिके,263.74,3.85,86,852,21,21,52,85,1
user5,11,11,निरुत्साही,अनुत्साही,जिसमें उत्साह या स्फूर्ति न हो निरुत्स,उत्साह किंवा स्फूर्ती नसलेला,237.41,4.09,29,492,46,27,18,29,1
user5,13,13,आत्माभिमान,स्वाभिमान,अपनी प्रतिष्ठा या अभिमान महाराणा प्रत,स्वतःचा अभिमान प्रत्येक माणस,218.14,4.69,29,464,30,21,17,28,1
user5,15,15,बतिया,यष्टी,थोड़े दिनों का लगा हुआ कच्चा छोटा फल लौ,क्रिक्रेटच्या खेळात वापरल्या जाणाऱ्या,246.63,2.51,144,1066,19,36,92,144,0
user5,17,17,मित्र,वडा,प्रायः समान अवस्था का वह व्यक्ति जिससे स्,उकडलेल्या बटाट्याच्या सुक्या भाजीचे गोळ,288.41,2.62,80,1367,23,49,58,79,0
user5,19,19,तबदीली,बदली,अधिकारी या कार्यकर्ता का एक स्थान या विभा,दुसर्या ठिकाणी नेमणूक माझी रत,254.25,2.88,75,616,22,39,61,74,1
user5,21,21,कुंडी,पन्ह,मिट्टी या पत्थर का एक बरतन जो कटोरे के आका,"उकडलेल्या कैरीच्या बलकात साखर, मीठ व पाणी",234.46,3.29,50,873,26,37,36,49,0
user5,23,23,विद्रूप,विद्रूप,जिसमें किसी प्रकार का विकार हो गया हो  अ,ज्यात विकार किंवा बिघाड झाला आहे असा,247.18,3.18,143,889,22,36,102,142,1
user5,25,25,अनुमति,दामोदर,कोई काम करने से पहले उसके संबंध में बड़ों ,बिहार आणि पश्चिमबंगालातून वाहणारी गंगेच,237.29,3.35,38,761,22,52,34,38,0
user5,27,27,कृति,लाजाळू,"चित्र, ग्रंथ, वास्तु आदि के रूप में बनाई हु",थोड्या स्पर्शाने पाने मिटणारी वनस्पती,240.19,2.94,57,613,27,33,46,56,0
user5,29,29,अशब्द,भूचर प्राणी,शब्दों का अभाव अशब्द की स्थिति में मूक ,जमिनीवर राहणारा प्राणी गाय ही,212.7,5.01,33,582,25,24,23,32,0
user5,31,31,ठिकाना,ठिकाण,निश्चित या निर्दिष्ट स्थान  घर में कोई ,निश्चित अथवा निर्देशित स्थान,234.7,4.87,23,498,44,26,16,22,1
user5,33,33,मिलान,मिलाफ,मिलने की क्रिया या भाव नाटक की समाप्ति ,एकत्र येण्याची क्रिया नाटकाच,253.29,4.18,76,1114,31,27,54,75,1
user5,35,35,परसादी,प्रसाद,वह खाने या पीने की वस्तु जो देवता को चढ़ाई,देवाला चढवलेले खाण्यापिण्याचे पदार्थ,226.06,3.51,31,658,30,32,23,31,1
user5,37,37,गुणग्राहक,गुणग्राही,गुणों या गुणियों का आदर करनेवाला व्यक्ति,गुणांची पारख करणारा तूच खरा म,250.06,3.84,67,791,62,28,49,66,1
user5,39,39,विटभूत,अद्रोही,एक दैत्य विटभूत का वर्णन महाभारत में मि,कधईही द्रोह न करणारा अद्रोही ,277.46,3.58,50,886,89,19,28,50,0
user5,41,41,हफ्ता,हप्ता,सात दिनों की अवधि मैं एक सप्ताह में वाप,सात दिवसांचा कालावधी मी मागचा,268.17,3.24,84,1441,48,22,57,83,1
user5,43,43,जितना,जितका,जिस मात्रा या परिणाम का मैं आपसे जितना ,प्रमाणवाचक शब्द तुला जितक चाल,247.08,2.8,49,597,27,23,30,49,1
user5,45,45,ध्वनि,नराधम,वह जो सुनाई दे एक तीव्र ध्वनि ने उसकी एक,माणूस असूनही राक्षसासारखा वागणारा माणूस,204.12,2.47,51,547,30,27,31,50,0
user5,47,47,चुनाव क्षेत्र,कपिंजल,वह स्थान या क्षेत्र जिसे अपना प्रतिनिधि च,एक ऋषी कपिंजलचे वर्णन पुराणां,213.49,3.85,67,619,21,31,52,67,0
user5,49,49,पलंगपोश,पलंगपोस,पलंग आदि पर सबसे ऊपर बिछाने की चादर पलं,पलंग इत्यादीवर अंथरले जाणारे वस्त्र,247.28,2.9,60,693,26,28,40,59,1
user5,51,51,अभिपूर्ण,परिपूर्ण,जो पूरी तरह से पूर्ण या भरा हुआ हो या जिसमे,पूर्णपणे भरलेला किंवा कसलीही कमतरता नसल,293.79,2.7,73,1175,62,35,53,72,1
user5,53,53,परदेसी,परदेशी,जो दूसरे देश का रहनेवाला हो या दूसरे देश म,दुसर्या देशात राहणारा परदेशी,259.9,2.75,50,788,82,33,38,49,1
user5,55,55,गुल अजायब,प्रतिविन्ध्य,एक फूलदार पौधा  माली बाग में गुल अजायब ल,द्रौपदीच्या पाच मुलांपैकी एक,254.65,2.74,63,1190,43,21,23,62,0
user5,57,57,नागपुरी,पणत,एक प्रकार की भैंस जिसके सींग लंबे होते है,नातवाचा मुलगा माझा पणतू चार व,216.55,2.5,66,457,39,31,48,66,0
user5,59,59,टंकी,टाकी,किसी वाहन में बना वह पात्र जिसमें ईंधन आद,एखाद्या वाहनात इंधन इत्यादि भरलेले धातू,235.91,2.64,55,581,80,37,44,54,1
user5,61,61,अमान्यकरण,अधिसूचना,अमान्य करने की क्रिया या भाव फर्जी दस्त,अधिकृत सूचना मंत्रालयातून आल,232.86,3.18,57,690,32,25,37,56,0
user5,63,63,सिंधव,सिंधी,"सिंध प्रदेश का या वहाँ के निवासी, भाषा, संस",सिंध प्रांताचा त्याला सिंधी भ,246.1,2.23,67,752,21,36,51,66,1
user5,65,65,सिपाहगिरी,शिपाईगिरी,सिपाही का काम श्याम सिपाहीगिरी करता है,शिपायाचे काम त्याचे काका लष्क,241.35,3.73,54,1221,26,16,28,53,1
user5,67,67,वैधानिक,तक्रार,संविधान या किसी संस्था के नियमों से संबंध,न्यायासाठी केलेली प्रार्थना ,229.31,3.17,117,773,28,32,84,116,0
user5,69,69,प्लेट,सेनापती,पृथ्वी की तह की कठोर परत जिसे माना जाता है,सैन्याचा मुख्य नायक कार्तिके,254.63,2.84,82,706,35,33,62,81,0
user5,71,71,महानारायण,कोरडवाहू जमीन,एक उपनिषद्  महानारायण उपनिषद् अथर्व वे,विहिर किंवा पाटबंधार्याच्या पाण्याविरह,271.42,3.7,59,629,25,30,31,59,0
user5,73,73,मालिक,मालक,वह जिसे किसी वस्तु आदि पर पूरे और सब प्रका,एखाद्या गोष्टीविषयी सर्व किंवा महत्त्वा,237.28,3.05,95,871,20,36,59,94,1
user5,75,75,बध्य,वध्य,मार डालने योग्य मेरी दृष्टि में प्रत्य,मारून टाकण्यास योग्य असा प्रत,230.18,3.0,44,617,60,20,34,43,1
user5,77,77,दिवसकर,दिवाकर,हमारे सौर जगत का वह सबसे बड़ा और ज्वलंत ता,दिवसाचा प्रकाश निर्माण करणारा आणि पृथ्व,244.04,2.6,125,784,22,47,104,124,1
user5,79,79,तटवासी,तीरवासी,तट पर रहनेवाला बाढ़ के कारण अधिकाँश तटव,किनार्यावर किंवा तीरावर राहत असलेला,247.12,2.59,64,912,26,25,37,63,1
user5,81,81,माया,चेटक्या,इंद्रवज्रा नामक वर्णवृत्त का एक उपभेद जो,"जादूटोणा,मंत्रतंत्र,करणी करणारा",229.03,2.46,125,623,21,37,83,124,0
user5,83,83,जीव मंडल,ग्रीनलँडिक,पृथ्वी की सतह और वातावरण का क्षेत्र संप,ग्रीनलँडिक भाषाचा वा त्याच्याशी संबंधित,247.1,2.68,68,801,23,35,43,67,0
user5,85,85,कोमलांगना,कोमलांगी,कोमल अंगोंवाली या जिसके अंग कोमल हों सड,जिचे अंग कोमल आहे अशी परिस्थि,287.1,2.2,67,2034,21,32,36,67,1
user5,87,87,पंजर,पिंजरा,"लोहे, बाँस आदि की तीलियों का बना हुआ वह झाब","पंजर,पिंजरा,""  लोहे, बाँस आदि की तीलियों का ब"" ",228.89,3.09,79,624,23,64,72,78,1
user5,89,89,प्रभावकारी,प्रभावशाली,अपना काम या प्रभाव दिखलानेवाला यह सर्द,आपले काम किंवा प्रभाव दाखवणारा,222.88,2.7,42,584,35,23,24,41,1
user5,91,91,सर्वभक्षी,सर्वभोजी,जो सबकुछ खाता हो  मानव एक सर्वभक्षी प्र,सर्व प्रकारचे अन्न ज्यास चालते असा,232.02,3.98,43,573,39,23,31,42,1
user5,93,93,रास,कारले,एक मात्रिक छंद रास के प्रत्येक चरण में ,"रास,कारले,""  एक मात्रिक छंद रास के प्रत्य"" ",257.55,1.62,60,608,22,68,55,59,0
user5,95,95,स्वादयुक्त,काच,जिसमें स्वाद हो या जो स्वाद से भरा हुआ हो,"वाळू, सोडा, पोटॅश, चुना, अल्युमिना, शिशाचे ",261.89,2.49,62,1080,38,44,47,61,0
user5,97,97,इच्छा,इच्छा,वह मनोवृत्ति जो किसी बात या वस्तु की प्रा,ज्यामुळे एखाद्या गोष्टीच्या प्राप्तिकड,207.4,4.06,40,807,22,39,32,39,1
